Date,Open,High,Low,Close,Adj Close,Volume
2010-03-11,19891200.000000,19891200.000000,19334400.000000,19334400.000000,17184830.000000,0
2010-03-12,19324800.000000,19742400.000000,18988800.000000,19732800.000000,17538940.000000,0
2010-03-15,20294400.000000,20558400.000000,20145600.000000,20448000.000000,18174630.000000,0
2010-03-16,19080000.000000,19080000.000000,18782400.000000,18782400.000000,16694207.000000,0
2010-03-17,18782400.000000,18782400.000000,18782400.000000,18782400.000000,16694207.000000,0
2010-03-18,18782400.000000,18782400.000000,18782400.000000,18782400.000000,16694207.000000,0
2010-03-19,19569600.000000,19593600.000000,19569600.000000,19593600.000000,17415216.000000,0
2010-03-22,19944000.000000,19944000.000000,17985600.000000,17985600.000000,15985990.000000,0
2010-03-23,17673600.000000,17673600.000000,17107200.000000,17126400.000000,15222318.000000,0
2010-03-24,17102400.000000,17572800.000000,17092800.000000,17572800.000000,15619086.000000,0
2010-03-25,17088000.000000,17827200.000000,16920000.000000,17803200.000000,15823870.000000,0
2010-03-26,17323200.000000,18470400.000000,17241600.000000,18148800.000000,16131047.000000,0
2010-03-29,18240000.000000,18240000.000000,17510400.000000,17572800.000000,15619086.000000,0
2010-03-30,17486400.000000,17486400.000000,17486400.000000,17486400.000000,15542290.000000,0
2010-03-31,17697600.000000,17697600.000000,17001600.000000,17524800.000000,15576418.000000,0
2010-04-01,16632000.000000,17836800.000000,16425600.000000,17611200.000000,15653215.000000,0
2010-04-05,16200000.000000,16200000.000000,15907200.000000,15940800.000000,14168528.000000,0
2010-04-06,16257600.000000,16382400.000000,16012800.000000,16200000.000000,14398911.000000,0
2010-04-07,16430400.000000,16483200.000000,15792000.000000,15888000.000000,14121599.000000,0
2010-04-08,16176000.000000,17059200.000000,16176000.000000,16713600.000000,14855408.000000,0
2010-04-09,16560000.000000,16560000.000000,16507200.000000,16512000.000000,14676223.000000,0
2010-04-12,16003200.000000,16003200.000000,15312000.000000,15715200.000000,13968010.000000,0
2010-04-13,15763200.000000,15792000.000000,15412800.000000,15412800.000000,13699230.000000,0
2010-04-14,14371200.000000,14371200.000000,13358400.000000,13416000.000000,11924431.000000,0
2010-04-15,13344000.000000,13516800.000000,13060800.000000,13286400.000000,11809241.000000,0
2010-04-16,13574400.000000,14150400.000000,13574400.000000,13771200.000000,12240141.000000,0
2010-04-19,14126400.000000,15043200.000000,13929600.000000,14241600.000000,12658242.000000,0
2010-04-20,13785600.000000,13939200.000000,13598400.000000,13608000.000000,12095085.000000,0
2010-04-21,13200000.000000,14424000.000000,13200000.000000,14097600.000000,12530254.000000,0
2010-04-22,14520000.000000,14904000.000000,13128000.000000,13128000.000000,11668450.000000,0
2010-04-23,13464000.000000,13646400.000000,13060800.000000,13060800.000000,11608722.000000,0
2010-04-26,12720000.000000,13104000.000000,12715200.000000,13104000.000000,11647119.000000,0
2010-04-27,13440000.000000,14400000.000000,13276800.000000,14400000.000000,12799032.000000,0
2010-04-28,13728000.000000,14784000.000000,13632000.000000,14404800.000000,12803298.000000,0
2010-04-29,14620800.000000,14620800.000000,13296000.000000,13593600.000000,12082288.000000,0
2010-04-30,13920000.000000,15460800.000000,13920000.000000,15460800.000000,13741895.000000,0
2010-05-03,14913600.000000,14980800.000000,14049600.000000,14265600.000000,12679574.000000,0
2010-05-04,14760000.000000,16665600.000000,14760000.000000,16142400.000000,14347714.000000,0
2010-05-05,19411200.000000,19411200.000000,15902400.000000,16665600.000000,14812746.000000,0
2010-05-06,16968000.000000,21595200.000000,13440000.000000,17779200.000000,15802538.000000,0
2010-05-07,18974400.000000,21033600.000000,17980800.000000,18979200.000000,16869124.000000,0
2010-05-10,16296000.000000,16795200.000000,15734400.000000,15744000.000000,13993609.000000,0
2010-05-11,16617600.000000,16684800.000000,15249600.000000,16056000.000000,14270921.000000,0
2010-05-12,15628800.000000,15628800.000000,14635200.000000,14635200.000000,13008083.000000,1
2010-05-13,15288000.000000,16051200.000000,14534400.000000,15844800.000000,14083202.000000,1
2010-05-14,16713600.000000,18148800.000000,16713600.000000,17284800.000000,15363103.000000,0
2010-05-17,17630400.000000,18244800.000000,16377600.000000,16492800.000000,14659159.000000,0
2010-05-18,16243200.000000,18076800.000000,16084800.000000,17913600.000000,15921996.000000,0
2010-05-19,18259200.000000,18868800.000000,17078400.000000,17664000.000000,15700147.000000,0
2010-05-20,19099200.000000,20040000.000000,18004800.000000,19113600.000000,16988582.000000,0
2010-05-21,20347200.000000,21120000.000000,16833600.000000,17779200.000000,15802538.000000,0
2010-05-24,17721600.000000,18753600.000000,17289600.000000,18744000.000000,16660075.000000,0
2010-05-25,19550400.000000,20880000.000000,18340800.000000,18360000.000000,16318765.000000,0
2010-05-26,17448000.000000,18547200.000000,16684800.000000,18446400.000000,16395559.000000,0
2010-05-27,17155200.000000,17155200.000000,15628800.000000,15638400.000000,13899749.000000,0
2010-05-28,15748800.000000,16948800.000000,15638400.000000,16368000.000000,14548235.000000,0
2010-06-01,16934400.000000,17500800.000000,15993600.000000,17462400.000000,15520962.000000,0
2010-06-02,17088000.000000,17323200.000000,15585600.000000,15600000.000000,13865616.000000,0
2010-06-03,15561600.000000,15772800.000000,14899200.000000,15024000.000000,13353659.000000,0
2010-06-04,16156800.000000,17136000.000000,15350400.000000,16987200.000000,15098591.000000,0
2010-06-07,16588800.000000,18974400.000000,16464000.000000,18835200.000000,16741137.000000,0
2010-06-08,17601600.000000,20457600.000000,17601600.000000,19046400.000000,16928852.000000,0
2010-06-09,18283200.000000,19689600.000000,17366400.000000,19464000.000000,17300024.000000,0
2010-06-10,18403200.000000,18921600.000000,17212800.000000,17270400.000000,15350305.000000,0
2010-06-11,18004800.000000,18004800.000000,16454400.000000,16531200.000000,14693289.000000,0
2010-06-14,15907200.000000,16243200.000000,15288000.000000,16185600.000000,14386111.000000,0
2010-06-15,15840000.000000,15840000.000000,13392000.000000,13521600.000000,12018292.000000,0
2010-06-16,13924800.000000,14140800.000000,13012800.000000,13320000.000000,11839104.000000,0
2010-06-17,13176000.000000,14073600.000000,13056000.000000,13411200.000000,11920166.000000,0
2010-06-18,13497600.000000,13680000.000000,13137600.000000,13507200.000000,12005492.000000,0
2010-06-21,13920000.000000,14083200.000000,12475200.000000,13838400.000000,12299871.000000,0
2010-06-22,13804800.000000,14697600.000000,13243200.000000,14577600.000000,12956887.000000,0
2010-06-23,14400000.000000,15216000.000000,13881600.000000,14424000.000000,12820365.000000,0
2010-06-24,14788800.000000,15854400.000000,14563200.000000,15729600.000000,13980808.000000,0
2010-06-25,15388800.000000,16526400.000000,15384000.000000,15700800.000000,13955213.000000,0
2010-06-28,15547200.000000,15969600.000000,14952000.000000,15456000.000000,13737629.000000,0
2010-06-29,16320000.000000,17836800.000000,16320000.000000,17524800.000000,15576418.000000,0
2010-06-30,17640000.000000,18494400.000000,16881600.000000,18388800.000000,16344365.000000,0
2010-07-01,18230400.000000,19790400.000000,17803200.000000,18297600.000000,16263303.000000,0
2010-07-02,17750400.000000,19387200.000000,17750400.000000,18523200.000000,16463821.000000,0
2010-07-06,17452800.000000,18945600.000000,17054400.000000,18552000.000000,16489421.000000,0
2010-07-07,18350400.000000,18374400.000000,15633600.000000,15715200.000000,13968010.000000,0
2010-07-08,15096000.000000,16468800.000000,15096000.000000,15729600.000000,13980808.000000,0
2010-07-09,15753600.000000,16012800.000000,15153600.000000,15182400.000000,13494445.000000,0
2010-07-12,15144000.000000,15220800.000000,14524800.000000,14688000.000000,13055011.000000,0
2010-07-13,14140800.000000,14404800.000000,13555200.000000,13800000.000000,12265739.000000,0
2010-07-14,13276800.000000,14083200.000000,12955200.000000,13862400.000000,12321201.000000,0
2010-07-15,13905600.000000,14740800.000000,13876800.000000,13958400.000000,12406528.000000,0
2010-07-16,14342400.000000,15331200.000000,14188800.000000,15302400.000000,13601105.000000,0
2010-07-19,15081600.000000,15172800.000000,14112000.000000,14193600.000000,12615580.000000,0
2010-07-20,15360000.000000,15700800.000000,14116800.000000,14126400.000000,12555849.000000,0
2010-07-21,13843200.000000,15072000.000000,13843200.000000,14971200.000000,13306727.000000,0
2010-07-22,14390400.000000,14563200.000000,13267200.000000,13526400.000000,12022559.000000,0
2010-07-23,13852800.000000,14068800.000000,13228800.000000,13324800.000000,11843372.000000,0
2010-07-26,13161600.000000,13660800.000000,12758400.000000,12787200.000000,11365539.000000,0
2010-07-27,12696000.000000,13233600.000000,12595200.000000,13099200.000000,11642852.000000,0
2010-07-28,13084800.000000,13958400.000000,12955200.000000,13776000.000000,12244407.000000,0
2010-07-29,13771200.000000,15120000.000000,13598400.000000,14572800.000000,12952622.000000,0
2010-07-30,15072000.000000,15820800.000000,14774400.000000,15024000.000000,13353659.000000,0
2010-08-02,14265600.000000,14851200.000000,14078400.000000,14275200.000000,12688107.000000,0
2010-08-03,14280000.000000,15038400.000000,14260800.000000,14692800.000000,13059279.000000,0
2010-08-04,14563200.000000,15033600.000000,14208000.000000,14260800.000000,12675308.000000,0
2010-08-05,14400000.000000,14712000.000000,14126400.000000,14510400.000000,12897157.000000,0
2010-08-06,14985600.000000,15355200.000000,14241600.000000,14596800.000000,12973953.000000,0
2010-08-09,14227200.000000,14745600.000000,14140800.000000,14318400.000000,12726505.000000,0
2010-08-10,14990400.000000,15816000.000000,14990400.000000,15408000.000000,13694964.000000,0
2010-08-11,16406400.000000,17673600.000000,16406400.000000,17318400.000000,15392969.000000,0
2010-08-12,18470400.000000,19080000.000000,17716800.000000,17971200.000000,15973190.000000,0
2010-08-13,17817600.000000,18504000.000000,17380800.000000,18489600.000000,16433957.000000,0
2010-08-16,18676800.000000,19113600.000000,17764800.000000,18244800.000000,16216373.000000,0
2010-08-17,17707200.000000,17980800.000000,16982400.000000,17563200.000000,15610552.000000,0
2010-08-18,17505600.000000,17769600.000000,16699200.000000,16958400.000000,15072994.000000,0
2010-08-19,17227200.000000,18048000.000000,16896000.000000,17817600.000000,15836670.000000,0
2010-08-20,17678400.000000,17976000.000000,17145600.000000,17616000.000000,15657485.000000,0
2010-08-23,17366400.000000,18283200.000000,17102400.000000,18244800.000000,16216373.000000,0
2010-08-24,19003200.000000,19521600.000000,18561600.000000,19137600.000000,17009914.000000,0
2010-08-25,19819200.000000,20136000.000000,18345600.000000,18576000.000000,16510750.000000,0
2010-08-26,18268800.000000,19843200.000000,18168000.000000,19660800.000000,17474944.000000,0
2010-08-27,19329600.000000,20640000.000000,18230400.000000,18451200.000000,16399826.000000,0
2010-08-30,18465600.000000,19920000.000000,18460800.000000,19920000.000000,17705330.000000,0
2010-08-31,20347200.000000,21292800.000000,19540800.000000,21048000.000000,18707918.000000,0
2010-09-01,20020800.000000,20097600.000000,18412800.000000,19147200.000000,17018448.000000,0
2010-09-02,18748800.000000,19147200.000000,17899200.000000,17932800.000000,15939062.000000,0
2010-09-03,17131200.000000,17956800.000000,16641600.000000,16977600.000000,15090057.000000,0
2010-09-07,17145600.000000,18091200.000000,17044800.000000,17980800.000000,15981728.000000,0
2010-09-08,17755200.000000,18748800.000000,17726400.000000,18244800.000000,16216373.000000,1
2010-09-09,17553600.000000,18331200.000000,17505600.000000,18187200.000000,16165176.000000,0
2010-09-10,18201600.000000,19656000.000000,18105600.000000,18921600.000000,16817928.000000,1
